index,features,importance,cum_imp
388,AreaIncomeType_missing,0.12769600574788634,0.12769600574788634
387,AreaIncomeType_B,0.0483387566763194,0.17603476242420574
1034,PriceIndex2,0.0344369082101273,0.21047167063433303
1037,PriceIndex5,0.032674211660409964,0.243145882294743
1033,PriceIndex1,0.032180557339092856,0.27532643963383585
1038,PriceIndex6,0.03166485363991778,0.30699129327375363
1041,PriceIndex9,0.02972569501226192,0.33671698828601554
1039,PriceIndex7,0.028756365158014094,0.36547335344402965
1040,PriceIndex8,0.026762397817427702,0.3922357512614574
1042,NormalisedPopulation,0.023102991061124345,0.4153387423225817
1036,PriceIndex4,0.022915901166426687,0.4382546434890084
386,AreaIncomeType_A,0.022906900574183323,0.4611615440631917
1035,PriceIndex3,0.022579767509676812,0.48374131157286854
390,EnvRating_GREEN,0.013383820153160185,0.49712513172602874
389,EnvRating_missing,0.012610638292080405,0.5097357700181091
1025,PropertyAge_3,0.012362744714680806,0.5220985147327899
1015,BuildYear_2008,0.011058123867126185,0.5331566385999161
1027,PropertyAge_2,0.009415090235793908,0.54257172883571
1017,BuildYear_2002,0.008334121421582985,0.550905850257293
1028,PropertyAge_6,0.007892270204297301,0.5587981204615903
1031,PropertyAge_8,0.007132762396658594,0.5659308828582489
1044,day_cos,0.00690265547777481,0.5728335383360237
1030,PropertyAge_1,0.006699997538316783,0.5795335358743404
1029,PropertyAge_7,0.006696868641177191,0.5862304045155177
392,Channel_Direct,0.00660583188881184,0.5928362364043295
1046,month_cos,0.006589612563610533,0.59942584896794
1013,BuildYear_2007,0.006519239842415773,0.6059450888103558
1043,day_sin,0.0063333884342079766,0.6122784772445637
1045,month_sin,0.006035384633702554,0.6183138618782663
1011,BuildYear_2006,0.0060114656405589545,0.6243253275188253
1048,weekday_cos,0.005767787875596424,0.6300931153944217
1014,BuildYear_2004,0.005648769863216968,0.6357418852576386
1018,BuildYear_2001,0.005599505553519667,0.6413413908111583
1016,BuildYear_2003,0.005522299293145643,0.6468636901043039
732,SubModel_TMA3,0.004999102743142586,0.6518627928474465
1026,PropertyAge_5,0.004779730076930958,0.6566425229243775
1047,weekday_sin,0.0043063889219798895,0.6609489118463574
687,PlotType_32T2,0.0042682353320513,0.6652171471784087
697,Architecture_YIK5,0.003947839225183917,0.6691649864035927
686,PlotType_W62B,0.003924722171071398,0.6730897085746641
0,InteriorsStyle_K3BB,0.00392429171637323,0.6770140002910373
312,Material_C8A4,0.0038737307585114465,0.6808877310495488
1024,PropertyAge_4,0.003646815456928581,0.6845345465064774
685,PlotType_WHBI,0.0033735231671571113,0.6879080696736345
397,Zip_74135,0.003265234026618186,0.6911733037002527
384,Agency_CAT3,0.0032200131083429478,0.6943933168085956
1012,BuildYear_2005,0.0032147925383788525,0.6976081093469745
382,Agency_CAT1,0.0030010994270015644,0.700609208773976
698,Architecture_TP7R,0.0029119946378168707,0.7035212034117929
699,Architecture_I3Z9,0.0028570975603889495,0.7063783009721819
12,InteriorsStyle_F59U,0.0028161644424937564,0.7091944654146757
1032,PropertyAge_9,0.002785503285472364,0.711979968700148
727,SubModel_KT8F,0.0027516866642599714,0.714731655364408
393,Channel_Other,0.002714712353309578,0.7174463677177175
394,Zip_32824,0.0025895103491018166,0.7200358780668193
979,State_FL,0.002419604839438531,0.7224554829062578
321,Material_OZMT,0.0021857687028741498,0.724641251609132
1019,BuildYear_2009,0.002117715573911147,0.7267589671830431
315,Material_X7IX,0.0021128446769706306,0.7288718118600137
313,Material_ZCI3,0.002103600610890043,0.7309754124709037
536,InsurancePremiumIndex_834,0.0020154602237141637,0.7329908726946178
726,SubModel_FIVQ,0.001969046088763783,0.7349599187833816
688,PlotType_DIJX,0.0019661895719219336,0.7369261083553036
978,State_TX,0.0019435238942222507,0.7388696322495258
385,Agency_OTHER,0.0019166952383752973,0.7407863274879012
383,Agency_CAT2,0.001911340424886116,0.7426976679127874
985,State_OK,0.0018741350628625351,0.7445718029756498
314,Material_NYFD,0.001867692414460297,0.7464394953901101
11,InteriorsStyle_T67A,0.0018439935099420965,0.7482834889000523
737,SubModel_IAQO,0.001796541137616616,0.7500800300376689
316,Material_IKAF,0.0017849090133723242,0.7518649390510412
311,Material_PRN0,0.0017340405012506992,0.7535989795522919
518,InsurancePremiumIndex_1974,0.0017193092882707372,0.7553182888405626
1020,RegionType_A,0.0017029032314193895,0.757021192071982
424,Zip_92337,0.001562573230594359,0.7585837653025764
15,InteriorsStyle_RZ14,0.0015286326735751243,0.7601123979761516
528,InsurancePremiumIndex_1703,0.001524691705950619,0.7616370896821022
317,Material_HE5A,0.0014123290132821923,0.7630494186953843
519,InsurancePremiumIndex_2152,0.0014107072491104204,0.7644601259444948
700,Architecture_AVYP,0.0014053744473340173,0.7658655003918288
981,State_NC,0.0013939969781752589,0.767259497370004
964,Facade_BLUE,0.001382135776957813,0.7686416331469618
400,Zip_85040,0.0013662216622742107,0.770007854809236
704,Architecture_RZOR,0.0013510044572347764,0.7713588592664707
1,InteriorsStyle_RCQE,0.0013493590945783266,0.7727082183610491
433,Zip_85284,0.0013489447501996157,0.7740571631112487
5,InteriorsStyle_YBQJ,0.0013259268348256377,0.7753830899460744
724,Region_A,0.0013213412958398736,0.7767044312419142
396,Zip_75236,0.0012933402258951065,0.7779977714678094
406,Zip_75050,0.0012887648773431452,0.7792865363451525
725,Region_B,0.0012784723217129433,0.7805650086668655
16,InteriorsStyle_J20T,0.0012637260452943175,0.7818287347121599
962,Facade_SILVER,0.0012426622798788081,0.7830713969920386
963,Facade_WHITE,0.0012101413181644402,0.7842815383102031
728,SubModel_UA42,0.0011975630420375397,0.7854791013522406
982,State_AZ,0.0011823548674326743,0.7866614562196733
980,State_CA,0.0011717974005044313,0.7878332536201778
517,InsurancePremiumIndex_920,0.0011668921798288487,0.7890001458000065
76,InteriorsStyle_APX3,0.0011510535006162728,0.7901511993006228
399,Zip_85226,0.0011452639781698406,0.7912964632787927
690,PlotType_DSSM,0.0011449124750682084,0.7924413757538609
6,InteriorsStyle_DUFA,0.0011373820847445082,0.7935787578386053
966,Facade_BLACK,0.0011312835401776045,0.7947100413787829
1022,RegionType_C,0.0011195987281375245,0.7958296401069204
1021,RegionType_B,0.001115234747606973,0.7969448748545274
968,Facade_GOLD,0.0011032809664616098,0.798048155820989
689,PlotType_WLQ6,0.0010959264338174307,0.7991440822548064
607,InsurancePremiumIndex_1930,0.0010939324398623702,0.8002380146946687
395,Zip_27542,0.001084749100159705,0.8013227637948284
329,Material_1PUV,0.0010604588844919025,0.8023832226793203
401,Zip_29697,0.0010543522970523891,0.8034375749763727
701,Architecture_1M5X,0.0010482184994278448,0.8044857934758005
445,Zip_37771,0.0010425545994401796,0.8055283480752407
706,Architecture_K92H,0.0010415975420262449,0.8065699456172669
965,Facade_GREY,0.0010267937931428106,0.8075967394104098
983,State_CO,0.001022392664386645,0.8086191320747964
691,PlotType_DJOP,0.0010223671245185233,0.8096414991993149
414,Zip_28625,0.0010201390884458273,0.8106616382877607
815,SubModel_OG0M,0.0010105127864892501,0.81167215107425
694,PlotType_V5R0,0.0009917732141161001,0.8126639242883661
738,SubModel_UTUM,0.0009916311321432165,0.8136555554205093
416,Zip_91752,0.0009902584079388489,0.8146458138284481
410,Zip_80011,0.0009831202399489128,0.8156289340683971
403,Zip_28273,0.0009412577805079088,0.816570191848905
18,InteriorsStyle_6UCD,0.0009323738005497605,0.8175025656494548
404,Zip_33619,0.000931889731322716,0.8184344553807775
520,InsurancePremiumIndex_1389,0.0009313880370137432,0.8193658434177913
545,InsurancePremiumIndex_975,0.0009036059353105992,0.8202694493531019
984,State_SC,0.0008950056180369054,0.8211644549711388
522,InsurancePremiumIndex_1155,0.000887488775175504,0.8220519437463143
967,Facade_RED,0.0008779950417003207,0.8229299387880146
459,Zip_37421,0.0008727561009746378,0.8238026948889892
531,InsurancePremiumIndex_983,0.0008685035864644494,0.8246711984754536
776,SubModel_9QMN,0.0008583473583820544,0.8255295458338356
526,InsurancePremiumIndex_1086,0.0008200736580723493,0.826349619491908
986,State_GA,0.0008036720507907182,0.8271532915426987
525,InsurancePremiumIndex_1503,0.0008015885651879627,0.8279548801078866
409,Zip_78754,0.0007997160816958836,0.8287545961895826
729,SubModel_8YTZ,0.0007973029673538062,0.8295518991569364
39,InteriorsStyle_2TEG,0.0007891675858402071,0.8303410667427766
411,Zip_73108,0.0007732523282224112,0.8311143190709991
45,InteriorsStyle_G6JQ,0.0007729251342458788,0.831887244205245
19,InteriorsStyle_RELA,0.0007682528324639868,0.8326554970377089
553,InsurancePremiumIndex_923,0.0007660066203329938,0.8334215036580419
990,State_PA,0.0007638266354741343,0.834185330293516
402,Zip_95673,0.0007608296668956882,0.8349461599604118
731,SubModel_K8LM,0.0007534897655465616,0.8356996497259583
702,Architecture_4GZ4,0.0007426282216096687,0.836442277947568
175,InteriorsStyle_9XC2,0.0007418741529511226,0.8371841521005191
989,State_MD,0.0007413352076563802,0.8379254873081755
318,Material_4ZHP,0.000738260462643078,0.8386637477708185
988,State_VA,0.0007367854129886878,0.8394005331838073
521,InsurancePremiumIndex_1215,0.0007343027021189979,0.8401348358859263
527,InsurancePremiumIndex_1243,0.000727803921122404,0.8408626398070487
26,InteriorsStyle_DT7U,0.000726994370928576,0.8415896341779773
51,InteriorsStyle_OIBC,0.0007215335000289954,0.8423111676780063
578,InsurancePremiumIndex_1803,0.0007213215711481457,0.8430324892491544
987,State_TN,0.000716777412302117,0.8437492666614566
407,Zip_76040,0.0007113136497236362,0.8444605803111802
413,Zip_30272,0.0007112446173725054,0.8451718249285527
17,InteriorsStyle_7NL9,0.0007102013189961801,0.8458820262475488
574,InsurancePremiumIndex_882,0.0007033042437473953,0.8465853304912963
475,Zip_85018,0.0007002177657977924,0.847285548257094
969,Facade_GREEN,0.0006963374845402717,0.8479818857416342
323,Material_ARWN,0.000689028154868329,0.8486709138965026
554,InsurancePremiumIndex_1411,0.0006843037237182884,0.8493552176202209
391,ExpeditedListing_0,0.0006839593821179037,0.8500391770023388
624,InsurancePremiumIndex_2322,0.0006810464824977421,0.8507202234848366
742,SubModel_X6FH,0.000679501722980513,0.851399725207817
398,Zip_80022,0.0006738329048394951,0.8520735581126565
530,InsurancePremiumIndex_569,0.0006718920975562116,0.8527454502102128
555,InsurancePremiumIndex_1500,0.0006680621711003464,0.8534135123813131
523,InsurancePremiumIndex_803,0.0006677516392243218,0.8540812640205374
322,Material_2NHM,0.0006564693085252839,0.8547377333290627
326,Material_JD5J,0.0006563883757163003,0.855394121704779
705,Architecture_8SPA,0.0006562907728160784,0.8560504124775951
696,PlotType_LIGY,0.0006526943287652476,0.8567031068063603
529,InsurancePremiumIndex_1020,0.0006514933214691176,0.8573546001278294
417,Zip_92807,0.0006499480498808755,0.8580045481777102
3,InteriorsStyle_2XWO,0.0006487000244984324,0.8586532482022087
418,Zip_21075,0.0006442231934296522,0.8592974713956383
620,InsurancePremiumIndex_2651,0.0006436368293133552,0.8599411082249516
734,SubModel_GXUO,0.0006374225971227473,0.8605785308220744
971,Facade_BEIGE,0.0006369119134338262,0.8612154427355082
437,Zip_77061,0.0006241041616515505,0.8618395468971598
733,SubModel_ASW2,0.0006225192626261298,0.8624620661597859
582,InsurancePremiumIndex_1641,0.0006200769655940862,0.86308214312538
692,PlotType_7RBQ,0.0006188021013535893,0.8637009452267336
524,InsurancePremiumIndex_728,0.0006183357220693269,0.864319280948803
785,SubModel_0BKK,0.0006145964685794245,0.8649338774173824
710,Architecture_RIAX,0.0006132281396048872,0.8655471055569872
126,InteriorsStyle_WCQE,0.0006086937041187577,0.866155799261106
426,Zip_94544,0.0006076254458186836,0.8667634247069247
128,InteriorsStyle_DPIW,0.0006001281685244405,0.8673635528754491
44,InteriorsStyle_KHJD,0.0005986643821114902,0.8679622172575606
162,InteriorsStyle_J7Q9,0.0005951599135662444,0.8685573771711269
540,InsurancePremiumIndex_1506,0.0005944155018280549,0.869151792672955
736,SubModel_E75G,0.0005920252913499245,0.8697438179643049
570,InsurancePremiumIndex_462,0.000590382522682014,0.870334200486987
693,PlotType_I00H,0.0005902039213126864,0.8709244044082997
537,InsurancePremiumIndex_1763,0.0005869303956428783,0.8715113348039425
532,InsurancePremiumIndex_1272,0.0005851154843747348,0.8720964502883173
735,SubModel_XHI5,0.0005800550840438916,0.8726765053723612
325,Material_NCCU,0.0005779739344528535,0.873254479306814
703,Architecture_7IYX,0.0005777537485012776,0.8738322330553153
421,Zip_78227,0.0005738483738247979,0.8744060814291401
405,Zip_29532,0.0005727772959064827,0.8749788587250465
82,InteriorsStyle_CNWW,0.0005711837233195635,0.8755500424483661
319,Material_RRJQ,0.0005672981595590599,0.8761173406079251
707,Architecture_KML6,0.000566736820222636,0.8766840774281478
543,InsurancePremiumIndex_1633,0.0005660501659282765,0.8772501275940761
434,Zip_19440,0.0005655859370052893,0.8778157135310813
547,InsurancePremiumIndex_1118,0.0005643715969565243,0.8783800851280379
740,SubModel_XML5,0.0005589373673792156,0.8789390224954171
576,InsurancePremiumIndex_1689,0.0005560356518405456,0.8794950581472577
970,Facade_MAROON,0.0005514860279237322,0.8800465441751815
24,InteriorsStyle_I45U,0.0005502091343653953,0.8805967533095469
412,Zip_32124,0.0005501128433491778,0.8811468661528961
542,InsurancePremiumIndex_505,0.0005498231453522751,0.8816966892982483
711,Architecture_STJH,0.0005456373341124469,0.8822423266323607
535,InsurancePremiumIndex_533,0.0005447252855221365,0.8827870519178829
541,InsurancePremiumIndex_754,0.0005423994185894081,0.8833294513364722
408,Zip_77041,0.0005400239761961215,0.8838694753126684
533,InsurancePremiumIndex_853,0.0005390443360422042,0.8844085196487106
544,InsurancePremiumIndex_825,0.000531716313715533,0.8849402359624261
783,SubModel_R4SX,0.000528579887630924,0.885468815850057
320,Material_H5XT,0.0005270207460965492,0.8859958365961536
538,InsurancePremiumIndex_671,0.0005248162259160185,0.8865206528220696
65,InteriorsStyle_9F84,0.0005194011673208219,0.8870400539893905
708,Architecture_M3C0,0.0005173544814657974,0.8875574084708563
993,State_MO,0.000514992286291085,0.8880724007571473
428,Zip_84104,0.0005111282663979643,0.8885835290235453
730,SubModel_GR5P,0.0005101571983102297,0.8890936862218556
78,InteriorsStyle_7CIG,0.0005082501384028789,0.8896019363602584
52,InteriorsStyle_MLUU,0.0005047809307398036,0.8901067172909982
558,InsurancePremiumIndex_1220,0.000504720606364918,0.8906114378973632
991,State_UT,0.0005036900993656272,0.8911151279967288
438,Zip_20166,0.0004947187967252591,0.891609846793454
610,InsurancePremiumIndex_2712,0.0004943353069766317,0.8921041821004306
145,InteriorsStyle_3OAE,0.0004942590863162609,0.8925984411867469
995,State_NV,0.0004934099211498662,0.8930918511078968
539,InsurancePremiumIndex_1373,0.0004909859514418056,0.8935828370593386
435,Zip_37210,0.0004884285819005302,0.8940712656412392
7,InteriorsStyle_7R8J,0.00048729783713103813,0.8945585634783703
338,Material_1QJ5,0.0004862687404526627,0.8950448322188229
552,InsurancePremiumIndex_623,0.0004834931268400164,0.895528325345663
992,State_OH,0.0004831626510253442,0.8960114879966883
9,InteriorsStyle_ARWN,0.00047942851706429487,0.8964909165137526
2,InteriorsStyle_WEGU,0.00047789564197595215,0.8969688121557285
534,InsurancePremiumIndex_1623,0.00047776153370935817,0.8974465736894379
422,Zip_34761,0.0004753359718885313,0.8979219096613265
415,Zip_78219,0.00047233525429184257,0.8983942449156183
432,Zip_27407,0.00047154151403337816,0.8988657864296516
37,InteriorsStyle_P932,0.00046827241267033637,0.899334058842322
8,InteriorsStyle_H1CI,0.00046478143844834067,0.8997988402807703
420,Zip_77086,0.00046460108103048466,0.9002634413618008
29,InteriorsStyle_NIBY,0.0004638169257554943,0.9007272582875563
23,InteriorsStyle_8GE9,0.000462556300466975,0.9011898145880233
569,InsurancePremiumIndex_2063,0.0004615270387693732,0.9016513416267926
74,InteriorsStyle_66CU,0.0004614643549714075,0.902112805981764
30,InteriorsStyle_T0CD,0.0004578646672951212,0.9025706706490592
33,InteriorsStyle_I7GR,0.00045739392039946693,0.9030280645694586
429,Zip_80229,0.00045448378698027185,0.9034825483564389
695,PlotType_8FRL,0.00045351475338357137,0.9039360631098226
84,InteriorsStyle_O98V,0.00045056264856532585,0.9043866257583879
350,Material_4VDP,0.00044927571710658555,0.9048359014754945
777,SubModel_SBY1,0.00044739986114400725,0.9052833013366386
328,Material_A9RA,0.0004473969805751628,0.9057306983172138
579,InsurancePremiumIndex_1740,0.0004430527961972773,0.906173751113411
548,InsurancePremiumIndex_1038,0.00044112946552369296,0.9066148805789347
423,Zip_85009,0.00043984040174527435,0.90705472098068
739,SubModel_EW79,0.0004389279468598124,0.9074936489275398
419,Zip_80817,0.000435744184109729,0.9079293931116496
425,Zip_45005,0.0004339639991412513,0.9083633571107907
770,SubModel_4VJF,0.0004287411099605647,0.9087920982207514
549,InsurancePremiumIndex_693,0.0004266612313358397,0.9092187594520872
550,InsurancePremiumIndex_482,0.00042427996256417215,0.9096430394146514
709,Architecture_5NBT,0.00042319938938037356,0.9100662388040318
798,SubModel_9Q6I,0.00041872154202498847,0.9104849603460567
895,SubModel_RHPP,0.00041042503864502594,0.9108953853847018
327,Material_1MJN,0.00040974056930400565,0.9113051259540058
741,SubModel_T04H,0.0004061884041428466,0.9117113143581487
330,Material_MCPM,0.0004055874165284768,0.9121169017746772
124,InteriorsStyle_7857,0.00039949189327240296,0.9125163936679496
427,Zip_32219,0.000398115377954403,0.912914509045904
745,SubModel_6E9G,0.00039727250692000467,0.913311781552824
458,Zip_32750,0.00039663094991543524,0.9137084125027395
577,InsurancePremiumIndex_894,0.000393088495672522,0.914101500998412
677,InsurancePremiumIndex_5913,0.0003929052067625195,0.9144944062051745
324,Material_WO6R,0.00039200884540113327,0.9148864150505757
557,InsurancePremiumIndex_1113,0.00039097389550832,0.915277388946084
793,SubModel_UDMC,0.0003909046849395478,0.9156682936310235
10,InteriorsStyle_AZMX,0.00038799971562810244,0.9160562933466516
31,InteriorsStyle_BX7I,0.00038724563694104915,0.9164435389835927
774,SubModel_0HMV,0.0003863660161752427,0.9168299049997679
334,Material_JUNM,0.00038618010200258804,0.9172160851017706
761,SubModel_YQ71,0.00038523412295521657,0.9176013192247258
53,InteriorsStyle_AMQS,0.00038458355650219505,0.9179859027812279
36,InteriorsStyle_A7XW,0.00038247478765260237,0.9183683775688806
814,SubModel_PVH0,0.00038160625899855035,0.9187499838278791
4,InteriorsStyle_V3Y1,0.00038151874552009587,0.9191315025733992
580,InsurancePremiumIndex_2452,0.0003808017141512523,0.9195123042875504
460,Zip_37122,0.0003764118522622025,0.9198887161398126
430,Zip_33809,0.0003763738253122212,0.9202650899651248
455,Zip_90045,0.00037592037931447574,0.9206410103444392
332,Material_UT7W,0.00037283204359174835,0.921013842388031
13,InteriorsStyle_QWEV,0.0003719406577634166,0.9213857830457944
760,SubModel_IANA,0.0003712012491696276,0.9217569842949641
336,Material_1AKX,0.00036846921669891935,0.9221254535116631
67,InteriorsStyle_QS4E,0.00036841935134834314,0.9224938728630114
546,InsurancePremiumIndex_594,0.0003675312425854177,0.9228614041055968
556,InsurancePremiumIndex_723,0.0003648163074013097,0.9232262204129981
767,SubModel_ULSL,0.00036453300352286836,0.923590753416521
64,InteriorsStyle_XCOA,0.00036436223835680035,0.9239551156548778
466,Zip_21014,0.0003619909493032484,0.924317106604181
750,SubModel_ONP1,0.0003618403165749357,0.9246789469207559
492,Zip_60445,0.0003574430054717576,0.9250363899262277
589,InsurancePremiumIndex_1893,0.00035703424187653903,0.9253934241681042
999,State_IL,0.00035620790302643123,0.9257496320711307
757,SubModel_7529,0.0003554131588947094,0.9261050452300255
27,InteriorsStyle_QEXX,0.0003499793616116875,0.9264550245916372
440,Zip_22403,0.00034930607569249244,0.9268043306673297
431,Zip_64161,0.0003479819399227182,0.9271523126072524
93,InteriorsStyle_DLFA,0.00034789735275645296,0.9275002099600088
996,State_IN,0.00034410162870814097,0.9278443115887169
561,InsurancePremiumIndex_1313,0.00034295115467891933,0.9281872627433959
85,InteriorsStyle_0PTF,0.00034174055007161065,0.9285290032934675
14,InteriorsStyle_Y4AM,0.00033901754542306326,0.9288680208388906
90,InteriorsStyle_ZX8N,0.00033760497391639076,0.9292056258128071
712,Architecture_X120,0.000335752630730335,0.9295413784435375
494,Zip_33073,0.0003329928371602256,0.9298743712806977
454,Zip_33411,0.00033244841285061085,0.9302068196935483
803,SubModel_A98F,0.00033201419669107347,0.9305388338902394
559,InsurancePremiumIndex_1543,0.00032849597009980744,0.9308673298603392
867,SubModel_BGXW,0.000325557809007314,0.9311928876693465
773,SubModel_49HM,0.0003214316067636173,0.9315143192761101
21,InteriorsStyle_YOC7,0.0003185216738121259,0.9318328409499221
58,InteriorsStyle_SVNZ,0.00031816736370328245,0.9321510083136254
449,Zip_76063,0.000315570858231616,0.932466579171857
769,SubModel_JPK5,0.0003154583570841727,0.9327820375289412
331,Material_55S7,0.0003152842358716967,0.9330973217648129
59,InteriorsStyle_BN7D,0.0003134635906141864,0.9334107853554271
351,Material_DJOP,0.0003124993504961669,0.9337232847059233
754,SubModel_BNAA,0.000311286403531282,0.9340345711094545
41,InteriorsStyle_ELJV,0.0003107034172026358,0.9343452745266572
345,Material_R59D,0.00031056082436731945,0.9346558353510245
339,Material_5GAZ,0.0003095561386906993,0.9349653914897151
46,InteriorsStyle_ISY8,0.00030922556335889783,0.935274617053074
439,Zip_85353,0.00030747876438804627,0.9355820958174621
98,InteriorsStyle_EICU,0.0003057042092375512,0.9358878000266997
596,InsurancePremiumIndex_1801,0.00030523968738877097,0.9361930397140885
713,Architecture_5A9R,0.000302176407363162,0.9364952161214517
997,State_MS,0.00029908514841024664,0.936794301269862
832,SubModel_I6WB,0.000298699907387979,0.9370930011772499
25,InteriorsStyle_5KS5,0.00029758301614614695,0.937390584193396
